subject_id,compound,region,value,unit
31,5HT,M1,0.1952,ng/mg
36,5HT,M1,0.09485,ng/mg
38,5HT,M1,0.23682,ng/mg
40,5HT,M1,0.21382,ng/mg
44,5HT,M1,0.16476,ng/mg
50,5HT,M1,0.09147,ng/mg
51,5HT,M1,0.13924,ng/mg
57,5HT,M1,0.10706,ng/mg
21,5HT,M1,0.2023,ng/mg
25,5HT,M1,0.1006,ng/mg
35,5HT,M1,0.06817,ng/mg
41,5HT,M1,0.17338,ng/mg
45,5HT,M1,0.18043,ng/mg
49,5HT,M1,0.2724,ng/mg
52,5HT,M1,0.09984,ng/mg
58,5HT,M1,0.21793,ng/mg
61,5HT,M1,0.1439,ng/mg
66,5HT,M1,0.28926,ng/mg
69,5HT,M1,0.22109,ng/mg
2,5HT,SJ,0.01689,ng/mg
5,5HT,SJ,0.05896,ng/mg
7,5HT,SJ,0.16526,ng/mg
9,5HT,SJ,0.09264,ng/mg
11,5HT,SJ,0.22703,ng/mg
17,5HT,SJ,0.04282,ng/mg
20,5HT,SJ,0.07782,ng/mg
28,5HT,SJ,0.0627,ng/mg
32,5HT,SJ,0.25285,ng/mg
59,5HT,SJ,0.13651,ng/mg
67,5HT,SJ,0.14621,ng/mg
16,5HT,SJ,0.19923,ng/mg
18,5HT,SJ,0.15441,ng/mg
19,5HT,SJ,0.10844,ng/mg
22,5HT,SJ,0.208,ng/mg
27,5HT,SJ,0.07335,ng/mg
30,5HT,SJ,0.22362,ng/mg
37,5HT,SJ,0.22955,ng/mg
39,5HT,SJ,0.15232,ng/mg
46,5HT,SJ,0.09234,ng/mg
53,5HT,SJ,0.21847,ng/mg
55,5HT,SJ,0.20238,ng/mg
23,5HT,SJ,0.17858,ng/mg
24,5HT,SJ,0.18034,ng/mg
31,5HT,SJ,0.25952,ng/mg
36,5HT,SJ,0.04632,ng/mg
38,5HT,SJ,0.12014,ng/mg
40,5HT,SJ,0.19945,ng/mg
44,5HT,SJ,0.13344,ng/mg
50,5HT,SJ,0.05814,ng/mg
51,5HT,SJ,0.19126,ng/mg
57,5HT,SJ,0.10761,ng/mg
21,5HT,SJ,0.22944,ng/mg
25,5HT,SJ,0.16315,ng/mg
35,5HT,SJ,0.08402,ng/mg
41,5HT,SJ,0.18774,ng/mg
45,5HT,SJ,0.15437,ng/mg
49,5HT,SJ,0.17017,ng/mg
52,5HT,SJ,0.13303,ng/mg
58,5HT,SJ,0.14343,ng/mg
61,5HT,SJ,0.1501,ng/mg
66,5HT,SJ,0.20929,ng/mg
69,5HT,SJ,0.31978,ng/mg
2,5HT,S1R,0.0418,ng/mg
5,5HT,S1R,0.03118,ng/mg
7,5HT,S1R,0.12361,ng/mg
9,5HT,S1R,0.11411,ng/mg
11,5HT,S1R,0.06433,ng/mg
17,5HT,S1R,0.04861,ng/mg
20,5HT,S1R,0.08957,ng/mg
28,5HT,S1R,0.05812,ng/mg
32,5HT,S1R,0.08996,ng/mg
59,5HT,S1R,0.19543,ng/mg
67,5HT,S1R,0.1514,ng/mg
16,5HT,S1R,0.16191,ng/mg
18,5HT,S1R,0.13372,ng/mg
19,5HT,S1R,0.13797,ng/mg
22,5HT,S1R,0.16958,ng/mg
27,5HT,S1R,0.16462,ng/mg
30,5HT,S1R,0.11484,ng/mg
37,5HT,S1R,0.10851,ng/mg
39,5HT,S1R,0.1495,ng/mg
46,5HT,S1R,0.12518,ng/mg
53,5HT,S1R,0.11613,ng/mg
55,5HT,S1R,0.12207,ng/mg
23,5HT,S1R,0.0842,ng/mg
24,5HT,S1R,0.11038,ng/mg
31,5HT,S1R,0.13079,ng/mg
36,5HT,S1R,0.08052,ng/mg
38,5HT,S1R,0.08653,ng/mg
40,5HT,S1R,0.11552,ng/mg
44,5HT,S1R,0.09183,ng/mg
50,5HT,S1R,0.05674,ng/mg
51,5HT,S1R,0.05372,ng/mg
57,5HT,S1R,0.06872,ng/mg
21,5HT,S1R,0.17679,ng/mg
25,5HT,S1R,0.07217,ng/mg
35,5HT,S1R,0.06573,ng/mg
41,5HT,S1R,0.13131,ng/mg
45,5HT,S1R,0.10097,ng/mg
49,5HT,S1R,0.12014,ng/mg
52,5HT,S1R,0.08724,ng/mg
58,5HT,S1R,0.15101,ng/mg
61,5HT,S1R,0.13428,ng/mg
66,5HT,S1R,0.1475,ng/mg
69,5HT,S1R,0.22461,ng/mg
2,5HT,S1L,0.01922,ng/mg
5,5HT,S1L,0.04607,ng/mg
7,5HT,S1L,0.07214,ng/mg
9,5HT,S1L,0.06738,ng/mg
11,5HT,S1L,0.06165,ng/mg
17,5HT,S1L,0.02952,ng/mg
20,5HT,S1L,0.0621,ng/mg
28,5HT,S1L,0.08246,ng/mg
32,5HT,S1L,0.07708,ng/mg
59,5HT,S1L,0.09452,ng/mg
67,5HT,S1L,0.10928,ng/mg
16,5HT,S1L,0.08185,ng/mg
18,5HT,S1L,0.13251,ng/mg
19,5HT,S1L,0.17859,ng/mg
22,5HT,S1L,0.14814,ng/mg
27,5HT,S1L,0.11284,ng/mg
30,5HT,S1L,0.14257,ng/mg
37,5HT,S1L,0.11307,ng/mg
39,5HT,S1L,0.12285,ng/mg
46,5HT,S1L,0.11487,ng/mg
53,5HT,S1L,0.06703,ng/mg
55,5HT,S1L,0.11908,ng/mg
23,5HT,S1L,0.08112,ng/mg
24,5HT,S1L,0.08825,ng/mg
31,5HT,S1L,0.11337,ng/mg
36,5HT,S1L,0.07718,ng/mg
38,5HT,S1L,0.07085,ng/mg
40,5HT,S1L,0.08057,ng/mg
44,5HT,S1L,0.08366,ng/mg
50,5HT,S1L,0.10329,ng/mg
51,5HT,S1L,0.0503,ng/mg
57,5HT,S1L,0.07036,ng/mg
21,5HT,S1L,0.09849,ng/mg
25,5HT,S1L,0.14019,ng/mg
35,5HT,S1L,0.06536,ng/mg
41,5HT,S1L,0.14941,ng/mg
45,5HT,S1L,0.12676,ng/mg
49,5HT,S1L,0.14381,ng/mg
52,5HT,S1L,0.09915,ng/mg
58,5HT,S1L,0.14803,ng/mg
61,5HT,S1L,0.07609,ng/mg
66,5HT,S1L,0.1096,ng/mg
69,5HT,S1L,0.13347,ng/mg
2,5HT,AC,0.01202,ng/mg
5,5HT,AC,0.02166,ng/mg
7,5HT,AC,0.05614,ng/mg
9,5HT,AC,0.08781,ng/mg
11,5HT,AC,0.09238,ng/mg
17,5HT,AC,0.06607,ng/mg
20,5HT,AC,0.07295,ng/mg
28,5HT,AC,0.09306,ng/mg
32,5HT,AC,0.10625,ng/mg
59,5HT,AC,0.06928,ng/mg
67,5HT,AC,0.09428,ng/mg
16,5HT,AC,0.12186,ng/mg
18,5HT,AC,0.17966,ng/mg
19,5HT,AC,0.13176,ng/mg
22,5HT,AC,0.10352,ng/mg
27,5HT,AC,0.07518,ng/mg
30,5HT,AC,0.12092,ng/mg
37,5HT,AC,0.14543,ng/mg
39,5HT,AC,0.13848,ng/mg
46,5HT,AC,0.10571,ng/mg
53,5HT,AC,0.16159,ng/mg
55,5HT,AC,0.10521,ng/mg
23,5HT,AC,0.12127,ng/mg
24,5HT,AC,0.09228,ng/mg
31,5HT,AC,0.08392,ng/mg
36,5HT,AC,0.05795,ng/mg
38,5HT,AC,0.10555,ng/mg
40,5HT,AC,0.11691,ng/mg
44,5HT,AC,0.11343,ng/mg
50,5HT,AC,0.08245,ng/mg
51,5HT,AC,0.07718,ng/mg
57,5HT,AC,0.14327,ng/mg
21,5HT,AC,0.10948,ng/mg
25,5HT,AC,0.14081,ng/mg
35,5HT,AC,0.07603,ng/mg
41,5HT,AC,0.14745,ng/mg
45,5HT,AC,0.1492,ng/mg
49,5HT,AC,0.11438,ng/mg
52,5HT,AC,0.10038,ng/mg
58,5HT,AC,0.09917,ng/mg
61,5HT,AC,0.12282,ng/mg
66,5HT,AC,0.12658,ng/mg
69,5HT,AC,0.09029,ng/mg
2,5HT,V1,0.00831,ng/mg
5,5HT,V1,0.01935,ng/mg
7,5HT,V1,0.02208,ng/mg
9,5HT,V1,0.06889,ng/mg
11,5HT,V1,0.04884,ng/mg
17,5HT,V1,0.01824,ng/mg
20,5HT,V1,0.05716,ng/mg
28,5HT,V1,0.07929,ng/mg
32,5HT,V1,0.08791,ng/mg
59,5HT,V1,0.11795,ng/mg
67,5HT,V1,0.0778,ng/mg
16,5HT,V1,0.16881,ng/mg
18,5HT,V1,0.07571,ng/mg
19,5HT,V1,0.06836,ng/mg
22,5HT,V1,0.10913,ng/mg
27,5HT,V1,0.06023,ng/mg
30,5HT,V1,0.1037,ng/mg
37,5HT,V1,0.09183,ng/mg
39,5HT,V1,0.06187,ng/mg
46,5HT,V1,0.0827,ng/mg
53,5HT,V1,0.11787,ng/mg
55,5HT,V1,0.10921,ng/mg
23,5HT,V1,0.06332,ng/mg
24,5HT,V1,0.09952,ng/mg
31,5HT,V1,0.03486,ng/mg
36,5HT,V1,0.05707,ng/mg
38,5HT,V1,0.05876,ng/mg
40,5HT,V1,0.0745,ng/mg
44,5HT,V1,0.04537,ng/mg
50,5HT,V1,0.03309,ng/mg
51,5HT,V1,0.08066,ng/mg
57,5HT,V1,0.06075,ng/mg
21,5HT,V1,0.07005,ng/mg
25,5HT,V1,0.09841,ng/mg
35,5HT,V1,0.04386,ng/mg
41,5HT,V1,0.07358,ng/mg
45,5HT,V1,0.08883,ng/mg
49,5HT,V1,0.05803,ng/mg
52,5HT,V1,0.0238,ng/mg
58,5HT,V1,0.03345,ng/mg
61,5HT,V1,0.08991,ng/mg
66,5HT,V1,0.07254,ng/mg
69,5HT,V1,0.11802,ng/mg
2,5HT,A,0.10475,ng/mg
5,5HT,A,0.16949,ng/mg
7,5HT,A,0.23678,ng/mg
9,5HT,A,0.40797,ng/mg
11,5HT,A,0.23461,ng/mg
17,5HT,A,0.12453,ng/mg
20,5HT,A,0.35535,ng/mg
28,5HT,A,0.35437,ng/mg
32,5HT,A,0.25695,ng/mg
59,5HT,A,0.22203,ng/mg
67,5HT,A,0.1913,ng/mg
16,5HT,A,0.39403,ng/mg
18,5HT,A,0.26816,ng/mg
19,5HT,A,0.20006,ng/mg
22,5HT,A,0.4283,ng/mg
27,5HT,A,0.3726,ng/mg
30,5HT,A,0.43371,ng/mg
37,5HT,A,0.42365,ng/mg
39,5HT,A,0.22158,ng/mg
46,5HT,A,0.32547,ng/mg
53,5HT,A,0.51194,ng/mg
55,5HT,A,0.31134,ng/mg
23,5HT,A,0.18804,ng/mg
24,5HT,A,0.30129,ng/mg
31,5HT,A,0.25746,ng/mg
36,5HT,A,0.30141,ng/mg
38,5HT,A,0.23085,ng/mg
40,5HT,A,0.3892,ng/mg
44,5HT,A,0.28749,ng/mg
50,5HT,A,0.23166,ng/mg
51,5HT,A,0.3169,ng/mg
57,5HT,A,0.1804,ng/mg
21,5HT,A,0.37127,ng/mg
25,5HT,A,0.21069,ng/mg
35,5HT,A,0.14597,ng/mg
41,5HT,A,0.30882,ng/mg
45,5HT,A,0.38299,ng/mg
49,5HT,A,0.48597,ng/mg
52,5HT,A,0.23482,ng/mg
58,5HT,A,0.21862,ng/mg
61,5HT,A,0.46087,ng/mg
66,5HT,A,0.26474,ng/mg
69,5HT,A,0.55677,ng/mg
2,5HT,dH,0.0438,ng/mg
5,5HT,dH,0.10526,ng/mg
7,5HT,dH,0.10922,ng/mg
9,5HT,dH,0.12455,ng/mg
11,5HT,dH,0.18183,ng/mg
17,5HT,dH,0.07392,ng/mg
20,5HT,dH,0.19512,ng/mg
28,5HT,dH,0.12351,ng/mg
32,5HT,dH,0.19413,ng/mg
59,5HT,dH,0.20412,ng/mg
67,5HT,dH,0.13613,ng/mg
16,5HT,dH,0.20481,ng/mg
18,5HT,dH,0.22353,ng/mg
19,5HT,dH,0.10922,ng/mg
22,5HT,dH,0.30763,ng/mg
27,5HT,dH,0.20512,ng/mg
30,5HT,dH,0.15496,ng/mg
37,5HT,dH,0.23293,ng/mg
39,5HT,dH,0.11409,ng/mg
46,5HT,dH,0.15126,ng/mg
53,5HT,dH,0.31913,ng/mg
55,5HT,dH,0.23333,ng/mg
23,5HT,dH,0.03876,ng/mg
24,5HT,dH,0.11826,ng/mg
31,5HT,dH,0.1834,ng/mg
36,5HT,dH,0.15039,ng/mg
38,5HT,dH,0.15549,ng/mg
40,5HT,dH,0.1263,ng/mg
44,5HT,dH,0.16389,ng/mg
50,5HT,dH,0.10406,ng/mg
51,5HT,dH,0.2057,ng/mg
57,5HT,dH,0.11258,ng/mg
21,5HT,dH,0.25694,ng/mg
25,5HT,dH,0.17439,ng/mg
35,5HT,dH,0.11638,ng/mg
41,5HT,dH,0.19079,ng/mg
45,5HT,dH,0.16063,ng/mg
49,5HT,dH,0.19496,ng/mg
52,5HT,dH,0.09416,ng/mg
58,5HT,dH,0.2226,ng/mg
61,5HT,dH,0.27114,ng/mg
66,5HT,dH,0.24481,ng/mg
69,5HT,dH,0.25624,ng/mg
2,5HT,vH,0.16457,ng/mg
5,5HT,vH,0.26798,ng/mg
7,5HT,vH,0.20614,ng/mg
9,5HT,vH,0.30275,ng/mg
11,5HT,vH,0.16475,ng/mg
17,5HT,vH,0.2162,ng/mg
20,5HT,vH,0.17133,ng/mg
28,5HT,vH,0.26313,ng/mg
32,5HT,vH,0.33415,ng/mg
59,5HT,vH,0.30001,ng/mg
67,5HT,vH,0.20469,ng/mg
16,5HT,vH,0.30687,ng/mg
18,5HT,vH,0.44647,ng/mg
19,5HT,vH,0.44159,ng/mg
22,5HT,vH,0.38286,ng/mg
27,5HT,vH,0.34041,ng/mg
30,5HT,vH,0.41828,ng/mg
37,5HT,vH,0.5153,ng/mg
39,5HT,vH,0.31413,ng/mg
46,5HT,vH,0.50273,ng/mg
53,5HT,vH,0.41635,ng/mg
55,5HT,vH,0.37067,ng/mg
23,5HT,vH,0.36705,ng/mg
24,5HT,vH,0.42477,ng/mg
31,5HT,vH,0.26297,ng/mg
36,5HT,vH,0.30297,ng/mg
38,5HT,vH,0.24069,ng/mg
40,5HT,vH,0.23777,ng/mg
44,5HT,vH,0.32219,ng/mg
50,5HT,vH,0.23367,ng/mg
51,5HT,vH,0.33727,ng/mg
57,5HT,vH,0.36755,ng/mg
21,5HT,vH,0.59106,ng/mg
25,5HT,vH,0.38128,ng/mg
35,5HT,vH,0.16579,ng/mg
41,5HT,vH,0.49237,ng/mg
45,5HT,vH,0.37146,ng/mg
49,5HT,vH,0.44991,ng/mg
52,5HT,vH,0.391,ng/mg
58,5HT,vH,0.33788,ng/mg
61,5HT,vH,0.20556,ng/mg
66,5HT,vH,0.42708,ng/mg
69,5HT,vH,0.29273,ng/mg
2,5HT,NAc,0.05979,ng/mg
5,5HT,NAc,0.04792,ng/mg
7,5HT,NAc,0.18487,ng/mg
9,5HT,NAc,0.13942,ng/mg
11,5HT,NAc,0.17933,ng/mg
17,5HT,NAc,0.05279,ng/mg
20,5HT,NAc,0.13136,ng/mg
28,5HT,NAc,0.12715,ng/mg
32,5HT,NAc,0.11035,ng/mg
59,5HT,NAc,0.2329,ng/mg
67,5HT,NAc,0.1556,ng/mg
16,5HT,NAc,0.14758,ng/mg
18,5HT,NAc,0.17569,ng/mg
19,5HT,NAc,0.12242,ng/mg
22,5HT,NAc,0.23223,ng/mg
27,5HT,NAc,0.24914,ng/mg
30,5HT,NAc,0.13643,ng/mg
37,5HT,NAc,0.1785,ng/mg
39,5HT,NAc,0.16512,ng/mg
46,5HT,NAc,0.38142,ng/mg
53,5HT,NAc,0.16357,ng/mg
55,5HT,NAc,0.17762,ng/mg
23,5HT,NAc,0.14444,ng/mg
24,5HT,NAc,0.19912,ng/mg
31,5HT,NAc,0.17071,ng/mg
36,5HT,NAc,0.15229,ng/mg
38,5HT,NAc,0.13063,ng/mg
40,5HT,NAc,0.24442,ng/mg
44,5HT,NAc,0.19279,ng/mg
50,5HT,NAc,0.0913,ng/mg
51,5HT,NAc,0.18162,ng/mg
57,5HT,NAc,0.14819,ng/mg
21,5HT,NAc,0.24759,ng/mg
25,5HT,NAc,0.10993,ng/mg
35,5HT,NAc,0.09618,ng/mg
41,5HT,NAc,0.13021,ng/mg
45,5HT,NAc,0.09811,ng/mg
49,5HT,NAc,0.22279,ng/mg
52,5HT,NAc,0.32633,ng/mg
58,5HT,NAc,0.13505,ng/mg
61,5HT,NAc,0.21959,ng/mg
66,5HT,NAc,0.2604,ng/mg
69,5HT,NAc,0.16274,ng/mg
2,5HT,VM,0.02604,ng/mg
5,5HT,VM,0.09758,ng/mg
7,5HT,VM,0.36028,ng/mg
9,5HT,VM,0.31512,ng/mg
11,5HT,VM,0.29782,ng/mg
17,5HT,VM,0.07864,ng/mg
20,5HT,VM,0.27883,ng/mg
28,5HT,VM,0.26506,ng/mg
32,5HT,VM,0.45821,ng/mg
59,5HT,VM,0.38109,ng/mg
67,5HT,VM,0.3684,ng/mg
16,5HT,VM,0.54185,ng/mg
18,5HT,VM,0.23417,ng/mg
19,5HT,VM,0.30112,ng/mg
22,5HT,VM,0.35603,ng/mg
27,5HT,VM,0.50758,ng/mg
30,5HT,VM,0.29371,ng/mg
37,5HT,VM,0.33067,ng/mg
39,5HT,VM,0.27274,ng/mg
46,5HT,VM,0.44264,ng/mg
53,5HT,VM,0.48841,ng/mg
55,5HT,VM,0.38133,ng/mg
23,5HT,VM,0.22409,ng/mg
24,5HT,VM,0.36617,ng/mg
31,5HT,VM,0.29695,ng/mg
36,5HT,VM,0.37042,ng/mg
38,5HT,VM,0.37327,ng/mg
40,5HT,VM,0.28928,ng/mg
44,5HT,VM,0.31207,ng/mg
50,5HT,VM,0.21997,ng/mg
51,5HT,VM,0.33045,ng/mg
57,5HT,VM,0.2691,ng/mg
21,5HT,VM,0.32914,ng/mg
25,5HT,VM,,ng/mg
35,5HT,VM,0.04427,ng/mg
41,5HT,VM,0.40644,ng/mg
45,5HT,VM,0.3039,ng/mg
49,5HT,VM,0.29554,ng/mg
52,5HT,VM,0.16855,ng/mg
58,5HT,VM,0.31811,ng/mg
61,5HT,VM,0.26884,ng/mg
66,5HT,VM,0.49597,ng/mg
69,5HT,VM,0.55283,ng/mg
2,5HT,DM,0.06083,ng/mg
5,5HT,DM,0.05139,ng/mg
7,5HT,DM,0.27647,ng/mg
9,5HT,DM,0.2767,ng/mg
11,5HT,DM,0.22011,ng/mg
17,5HT,DM,0.07119,ng/mg
20,5HT,DM,0.11108,ng/mg
28,5HT,DM,0.31301,ng/mg
32,5HT,DM,0.17769,ng/mg
59,5HT,DM,0.20654,ng/mg
67,5HT,DM,0.15821,ng/mg
16,5HT,DM,0.41479,ng/mg
18,5HT,DM,0.25956,ng/mg
19,5HT,DM,0.08882,ng/mg
22,5HT,DM,0.38133,ng/mg
27,5HT,DM,0.16525,ng/mg
30,5HT,DM,0.1861,ng/mg
37,5HT,DM,0.24816,ng/mg
39,5HT,DM,0.14822,ng/mg
46,5HT,DM,0.14601,ng/mg
53,5HT,DM,0.42898,ng/mg
55,5HT,DM,0.15855,ng/mg
23,5HT,DM,0.29157,ng/mg
24,5HT,DM,0.20387,ng/mg
31,5HT,DM,0.22007,ng/mg
36,5HT,DM,0.06861,ng/mg
38,5HT,DM,0.29981,ng/mg
40,5HT,DM,0.36356,ng/mg
44,5HT,DM,0.20396,ng/mg
50,5HT,DM,0.12316,ng/mg
51,5HT,DM,0.2285,ng/mg
57,5HT,DM,0.22064,ng/mg
21,5HT,DM,0.2866,ng/mg
25,5HT,DM,0.05901,ng/mg
35,5HT,DM,0.12907,ng/mg
41,5HT,DM,0.25826,ng/mg
45,5HT,DM,0.31995,ng/mg
49,5HT,DM,0.35353,ng/mg
52,5HT,DM,0.07586,ng/mg
58,5HT,DM,0.14916,ng/mg
61,5HT,DM,0.19208,ng/mg
66,5HT,DM,0.23359,ng/mg
69,5HT,DM,0.32476,ng/mg
2,5HT,VL,0.0395,ng/mg
5,5HT,VL,0.12998,ng/mg
7,5HT,VL,0.41141,ng/mg
9,5HT,VL,0.31937,ng/mg
11,5HT,VL,0.39481,ng/mg
17,5HT,VL,0.12979,ng/mg
20,5HT,VL,0.1802,ng/mg
28,5HT,VL,0.26267,ng/mg
32,5HT,VL,0.32771,ng/mg
59,5HT,VL,0.32895,ng/mg
67,5HT,VL,0.31932,ng/mg
16,5HT,VL,0.32672,ng/mg
18,5HT,VL,0.35236,ng/mg
19,5HT,VL,0.22451,ng/mg
22,5HT,VL,0.44262,ng/mg
27,5HT,VL,0.29881,ng/mg
30,5HT,VL,0.40414,ng/mg
37,5HT,VL,0.3585,ng/mg
39,5HT,VL,0.16688,ng/mg
46,5HT,VL,0.31545,ng/mg
53,5HT,VL,0.44333,ng/mg
55,5HT,VL,0.33761,ng/mg
23,5HT,VL,0.2537,ng/mg
24,5HT,VL,0.28346,ng/mg
31,5HT,VL,0.23975,ng/mg
36,5HT,VL,0.09835,ng/mg
38,5HT,VL,0.32143,ng/mg
40,5HT,VL,0.28582,ng/mg
44,5HT,VL,0.33019,ng/mg
50,5HT,VL,0.12236,ng/mg
51,5HT,VL,0.35612,ng/mg
57,5HT,VL,0.2703,ng/mg
21,5HT,VL,0.32444,ng/mg
25,5HT,VL,0.13864,ng/mg
35,5HT,VL,0.12052,ng/mg
41,5HT,VL,0.32169,ng/mg
45,5HT,VL,0.48014,ng/mg
49,5HT,VL,0.18781,ng/mg
52,5HT,VL,0.15091,ng/mg
58,5HT,VL,0.24148,ng/mg
61,5HT,VL,0.24782,ng/mg
66,5HT,VL,0.38497,ng/mg
69,5HT,VL,0.3147,ng/mg
2,5HT,DL,0.04119,ng/mg
5,5HT,DL,0.0344,ng/mg
7,5HT,DL,0.25628,ng/mg
9,5HT,DL,0.33077,ng/mg
11,5HT,DL,0.19952,ng/mg
17,5HT,DL,0.09004,ng/mg
20,5HT,DL,0.14805,ng/mg
28,5HT,DL,0.20827,ng/mg
32,5HT,DL,0.12111,ng/mg
59,5HT,DL,0.20582,ng/mg
67,5HT,DL,0.18044,ng/mg
16,5HT,DL,0.34283,ng/mg
18,5HT,DL,0.23321,ng/mg
19,5HT,DL,0.0553,ng/mg
22,5HT,DL,0.1831,ng/mg
27,5HT,DL,0.1738,ng/mg
30,5HT,DL,0.18761,ng/mg
37,5HT,DL,0.21341,ng/mg
39,5HT,DL,0.07547,ng/mg
46,5HT,DL,0.11605,ng/mg
53,5HT,DL,0.22477,ng/mg
55,5HT,DL,0.17629,ng/mg
23,5HT,DL,0.19953,ng/mg
24,5HT,DL,0.20017,ng/mg
31,5HT,DL,0.22176,ng/mg
36,5HT,DL,0.09518,ng/mg
38,5HT,DL,0.25411,ng/mg
40,5HT,DL,0.13522,ng/mg
44,5HT,DL,0.24252,ng/mg
50,5HT,DL,0.08148,ng/mg
51,5HT,DL,0.19247,ng/mg
57,5HT,DL,0.17821,ng/mg
21,5HT,DL,0.22189,ng/mg
25,5HT,DL,0.0812,ng/mg
35,5HT,DL,0.06565,ng/mg
41,5HT,DL,0.19791,ng/mg
45,5HT,DL,0.23362,ng/mg
49,5HT,DL,0.1991,ng/mg
52,5HT,DL,0.10999,ng/mg
58,5HT,DL,0.20074,ng/mg
61,5HT,DL,0.14068,ng/mg
66,5HT,DL,0.16699,ng/mg
69,5HT,DL,0.25807,ng/mg
2,5HT,MD,0.0578,ng/mg
5,5HT,MD,0.07527,ng/mg
7,5HT,MD,0.19142,ng/mg
9,5HT,MD,0.17628,ng/mg
11,5HT,MD,0.1543,ng/mg
17,5HT,MD,0.06943,ng/mg
20,5HT,MD,0.13044,ng/mg
28,5HT,MD,0.20942,ng/mg
32,5HT,MD,0.13063,ng/mg
59,5HT,MD,0.2144,ng/mg
67,5HT,MD,0.23906,ng/mg
16,5HT,MD,0.15282,ng/mg
18,5HT,MD,0.55268,ng/mg
19,5HT,MD,0.1715,ng/mg
22,5HT,MD,0.17143,ng/mg
27,5HT,MD,0.18315,ng/mg
30,5HT,MD,0.34289,ng/mg
37,5HT,MD,0.26975,ng/mg
39,5HT,MD,0.19035,ng/mg
46,5HT,MD,0.25147,ng/mg
53,5HT,MD,0.43465,ng/mg
55,5HT,MD,0.30757,ng/mg
23,5HT,MD,0.18696,ng/mg
24,5HT,MD,0.19236,ng/mg
31,5HT,MD,0.19701,ng/mg
36,5HT,MD,0.11904,ng/mg
38,5HT,MD,0.17384,ng/mg
40,5HT,MD,0.27396,ng/mg
44,5HT,MD,0.23053,ng/mg
50,5HT,MD,0.10098,ng/mg
51,5HT,MD,0.16885,ng/mg
57,5HT,MD,0.22305,ng/mg
21,5HT,MD,0.10285,ng/mg
25,5HT,MD,0.11158,ng/mg
35,5HT,MD,0.01721,ng/mg
41,5HT,MD,0.86549,ng/mg
45,5HT,MD,0.35168,ng/mg
49,5HT,MD,0.32807,ng/mg
52,5HT,MD,0.12303,ng/mg
58,5HT,MD,0.27899,ng/mg
61,5HT,MD,0.39266,ng/mg
66,5HT,MD,0.34585,ng/mg
69,5HT,MD,0.31022,ng/mg
2,5HT,VPR,0.02757,ng/mg
5,5HT,VPR,0.02705,ng/mg
7,5HT,VPR,0.1742,ng/mg
9,5HT,VPR,0.08421,ng/mg
11,5HT,VPR,0.13447,ng/mg
17,5HT,VPR,0.04395,ng/mg
20,5HT,VPR,0.1597,ng/mg
28,5HT,VPR,0.10891,ng/mg
32,5HT,VPR,0.11767,ng/mg
59,5HT,VPR,0.18439,ng/mg
67,5HT,VPR,0.16163,ng/mg
16,5HT,VPR,0.23946,ng/mg
18,5HT,VPR,0.19,ng/mg
19,5HT,VPR,0.08854,ng/mg
22,5HT,VPR,0.31333,ng/mg
27,5HT,VPR,0.33785,ng/mg
30,5HT,VPR,0.1559,ng/mg
37,5HT,VPR,0.17086,ng/mg
39,5HT,VPR,0.08907,ng/mg
46,5HT,VPR,0.26501,ng/mg
53,5HT,VPR,0.16474,ng/mg
55,5HT,VPR,0.23923,ng/mg
23,5HT,VPR,0.09816,ng/mg
24,5HT,VPR,0.15652,ng/mg
31,5HT,VPR,0.15073,ng/mg
36,5HT,VPR,0.06828,ng/mg
38,5HT,VPR,0.14302,ng/mg
40,5HT,VPR,0.09912,ng/mg
44,5HT,VPR,0.0816,ng/mg
50,5HT,VPR,0.09695,ng/mg
51,5HT,VPR,0.10272,ng/mg
57,5HT,VPR,0.16064,ng/mg
21,5HT,VPR,0.38537,ng/mg
25,5HT,VPR,0.0925,ng/mg
35,5HT,VPR,0.0466,ng/mg
41,5HT,VPR,0.21062,ng/mg
45,5HT,VPR,0.1963,ng/mg
49,5HT,VPR,0.29164,ng/mg
52,5HT,VPR,0.08103,ng/mg
58,5HT,VPR,0.18113,ng/mg
61,5HT,VPR,0.12816,ng/mg
66,5HT,VPR,0.17116,ng/mg
69,5HT,VPR,0.20164,ng/mg
2,5HT,VPL,0.02681,ng/mg
5,5HT,VPL,0.01475,ng/mg
7,5HT,VPL,0.10186,ng/mg
9,5HT,VPL,0.05889,ng/mg
11,5HT,VPL,0.03453,ng/mg
17,5HT,VPL,0.02727,ng/mg
20,5HT,VPL,0.03267,ng/mg
28,5HT,VPL,0.06272,ng/mg
32,5HT,VPL,0.03726,ng/mg
59,5HT,VPL,0.19132,ng/mg
67,5HT,VPL,0.16584,ng/mg
16,5HT,VPL,0.15165,ng/mg
18,5HT,VPL,0.16393,ng/mg
19,5HT,VPL,0.07609,ng/mg
22,5HT,VPL,0.1404,ng/mg
27,5HT,VPL,0.03251,ng/mg
30,5HT,VPL,0.11302,ng/mg
37,5HT,VPL,0.18162,ng/mg
39,5HT,VPL,0.05483,ng/mg
46,5HT,VPL,0.12194,ng/mg
53,5HT,VPL,0.14973,ng/mg
55,5HT,VPL,0.12621,ng/mg
23,5HT,VPL,0.04399,ng/mg
24,5HT,VPL,0.07739,ng/mg
31,5HT,VPL,0.02344,ng/mg
