subject_id,region,value,unit
27,VTA,2.099999999999991,mg
27,S1R,3.29999999999997,mg
27,dH,1.50000000000006,mg
27,vH,2.0,mg
27,DL,1.8,mg
27,DM,1.4,mg
27,VM,1.799999999999913,mg
27,VL,1.400000000000012,mg
27,DR,1.3,mg
27,CB,3.19999999999998,mg
27,AC,2.20000000000009,mg
27,MD,1.8,mg
27,SC,2.0,mg
27,MR,2.1,mg
27,VPR,1.69999999999992,mg
27,VPL,1.59999999999993,mg
27,SN,2.500000000000058,mg
27,S1L,2.80000000000002,mg
27,S1L6R,2.7,mg
27,A,1.6,mg
27,S1L6L,1.7,mg
27,IC,2.09999999999999,mg
30,OF,1.80000000000002,mg
30,NAc,3.0,mg
30,PL,1.900000000000013,mg
30,HY,1.6,mg
30,SJ,1.5,mg
30,V1,2.80000000000002,mg
30,M1,1.90000000000001,mg
30,aCC,2.29999999999997,mg
30,DLG,1.80000000000002,mg
30,VTA,2.099999999999991,mg
30,S1R,2.90000000000001,mg
30,dH,2.09999999999999,mg
30,vH,2.80000000000002,mg
30,DL,1.8,mg
30,DM,2.4,mg
30,VM,2.299999999999969,mg
30,VL,1.900000000000013,mg
30,DR,1.5,mg
30,CB,3.29999999999997,mg
30,AC,2.0,mg
30,MD,1.1,mg
30,SC,1.09999999999999,mg
30,MR,2.1,mg
30,VPR,1.90000000000001,mg
30,VPL,1.90000000000001,mg
30,SN,2.299999999999969,mg
30,S1L,3.0,mg
30,S1L6R,3.4,mg
30,A,2.1,mg
30,S1L6L,3.4,mg
30,IC,2.19999999999998,mg
37,OF,2.29999999999997,mg
37,NAc,2.4,mg
37,PL,2.30000000000008,mg
37,HY,2.2,mg
37,SJ,1.8,mg
37,V1,4.29999999999997,mg
37,M1,2.09999999999999,mg
37,aCC,2.29999999999997,mg
37,DLG,2.19999999999998,mg
37,VTA,2.39,mg
37,S1R,4.09999999999999,mg
37,dH,2.1000000000001,mg
37,vH,2.0,mg
37,DL,1.9,mg
37,DM,2.7,mg
37,VM,2.799999999999969,mg
37,VL,2.800000000000025,mg
37,DR,1.4,mg
37,CB,4.80000000000003,mg
37,AC,2.05,mg
37,MD,2.0,mg
37,SC,2.0,mg
37,MR,2.7,mg
37,VPR,1.85,mg
37,VPL,2.29999999999997,mg
37,SN,2.099999999999991,mg
37,S1L,4.09999999999994,mg
37,S1L6R,3.2,mg
37,A,2.6,mg
37,S1L6L,3.1,mg
37,IC,2.40000000000007,mg
39,OF,1.39999999999996,mg
39,NAc,2.0,mg
39,PL,1.800000000000024,mg
39,HY,1.3,mg
39,SJ,1.5,mg
39,V1,1.59999999999999,mg
39,M1,1.70000000000003,mg
39,aCC,1.40000000000007,mg
39,DLG,1.29999999999997,mg
39,VTA,2.19999999999998,mg
39,S1R,3.09999999999999,mg
39,dH,2.29999999999997,mg
39,vH,2.19999999999998,mg
39,DL,1.9,mg
39,DM,1.6,mg
39,VM,1.800000000000024,mg
39,VL,1.500000000000057,mg
39,DR,1.5,mg
39,CB,2.29999999999997,mg
39,AC,1.09999999999999,mg
39,MD,1.6,mg
39,SC,2.49999999999995,mg
39,MR,1.6,mg
39,VPR,1.80000000000002,mg
39,VPL,1.19999999999998,mg
39,SN,2.099999999999991,mg
39,S1L,2.49999999999995,mg
39,S1L6R,2.6,mg
39,A,2.2,mg
39,S1L6L,2.0,mg
39,IC,1.79999999999991,mg
46,OF,2.09999999999999,mg
46,NAc,1.5,mg
46,PL,2.099999999999991,mg
46,HY,1.2,mg
46,SJ,1.7,mg
46,V1,2.19999999999998,mg
46,M1,1.49999999999995,mg
46,aCC,2.09999999999999,mg
46,DLG,1.69999999999998,mg
46,VTA,2.39,mg
46,S1R,2.40000000000001,mg
46,dH,1.80000000000002,mg
46,vH,2.19999999999998,mg
46,DL,1.8,mg
46,DM,1.4,mg
46,VM,1.199999999999979,mg
46,VL,1.500000000000001,mg
46,DR,1.4,mg
46,CB,2.30000000000002,mg
46,AC,1.5,mg
46,MD,1.7,mg
46,SC,1.09999999999999,mg
46,MR,1.2,mg
46,VPR,1.09999999999999,mg
46,VPL,1.90000000000001,mg
46,SN,2.799999999999969,mg
46,S1L,2.99999999999995,mg
46,S1L6R,3.7,mg
46,A,2.4,mg
46,S1L6L,2.0,mg
46,IC,2.0,mg
53,OF,2.79999999999997,mg
53,NAc,2.0,mg
53,PL,2.500000000000002,mg
53,HY,1.9,mg
53,SJ,2.3,mg
53,V1,3.99999999999995,mg
53,M1,1.69999999999998,mg
53,aCC,2.40000000000001,mg
53,DLG,2.69999999999998,mg
53,VTA,2.200000000000035,mg
53,S1R,3.70000000000004,mg
53,dH,2.0,mg
53,vH,2.60000000000005,mg
53,DL,2.2,mg
53,DM,1.9,mg
53,VM,1.799999999999968,mg
